# step rho_core(r<5) rho_core(r<10) rho_core(r<15) total_norm
5600 0.00121027 0.00528643 0.0132501 0.998172
5610 0.00120899 0.0052679 0.0132037 0.99817
5620 0.00120657 0.00524931 0.0131583 0.998167
5630 0.00120301 0.00523046 0.0131138 0.998165
5640 0.00119835 0.00521114 0.0130703 0.998162
5650 0.00119267 0.00519117 0.0130277 0.998159
5660 0.00118607 0.00517038 0.0129859 0.998156
5670 0.0011787 0.00514866 0.0129446 0.998153
5680 0.00117076 0.00512593 0.0129032 0.99815
5690 0.00116243 0.00510212 0.0128614 0.998143
5700 0.0011539 0.00507724 0.0128183 0.998136
5710 0.00114536 0.00505128 0.0127733 0.998139
5720 0.00113694 0.00502431 0.012726 0.998133
5730 0.00112874 0.00499637 0.0126756 0.998132
5740 0.00112081 0.00496757 0.0126221 0.998128
5750 0.00111312 0.00493799 0.0125652 0.998124
5760 0.00110562 0.00490775 0.0125049 0.998122
5770 0.00109823 0.00487696 0.0124414 0.998119
5780 0.00109083 0.00484575 0.0123749 0.998113
5790 0.00108328 0.00481428 0.0123056 0.998111
5800 0.00107546 0.00478271 0.0122337 0.998106
5810 0.00106727 0.00475125 0.0121597 0.998105
5820 0.00105863 0.00472011 0.0120838 0.9981
5830 0.00104952 0.00468956 0.0120066 0.998097
5840 0.00103998 0.00465982 0.0119288 0.998092
5850 0.00103009 0.0046311 0.0118508 0.998094
5860 0.00102 0.00460352 0.0117734 0.998086
5870 0.0010099 0.00457714 0.0116971 0.998081
5880 0.00100004 0.00455193 0.0116223 0.998079
5890 0.000990674 0.00452776 0.0115494 0.998075
5900 0.000982044 0.0045045 0.0114784 0.998077
5910 0.000974362 0.00448196 0.0114095 0.998071
5920 0.000967768 0.00445999 0.0113426 0.998069
5930 0.000962317 0.0044385 0.0112775 0.998068
5940 0.000957961 0.0044174 0.0112142 0.998061
5950 0.00095455 0.00439666 0.0111523 0.998058
5960 0.000951859 0.0043763 0.0110918 0.998054
5970 0.000949598 0.00435629 0.0110325 0.998056
5980 0.000947462 0.00433662 0.0109742 0.998045
5990 0.000945159 0.00431725 0.0109169 0.998047
6000 0.000942437 0.00429813 0.0108607 0.998043
6010 0.000939108 0.00427917 0.0108056 0.998034
6020 0.000935048 0.00426024 0.0107519 0.998036
6030 0.00093019 0.00424121 0.0106995 0.99803
6040 0.00092452 0.00422194 0.0106489 0.998028
6050 0.000918061 0.00420229 0.0106 0.998027
6060 0.000910863 0.00418212 0.0105529 0.998022
6070 0.000902992 0.00416132 0.0105075 0.998018
6080 0.000894541 0.0041398 0.0104636 0.998011
6090 0.000885619 0.00411753 0.0104207 0.998008
6100 0.000876356 0.00409448 0.0103786 0.998004
6110 0.000866897 0.00407068 0.0103367 0.998003
6120 0.000857386 0.00404618 0.0102946 0.998001
6130 0.000847967 0.00402104 0.010252 0.997997
6140 0.000838763 0.00399532 0.0102086 0.997991
6150 0.000829868 0.00396907 0.0101641 0.99799
6160 0.000821345 0.00394234 0.0101185 0.997984
6170 0.000813214 0.00391516 0.0100714 0.99798
6180 0.000805456 0.00388755 0.010023 0.997978
6190 0.000798024 0.00385954 0.00997295 0.997975
6200 0.000790846 0.00383118 0.00992136 0.997977
6210 0.000783836 0.00380257 0.00986818 0.997967
6220 0.000776907 0.00377387 0.00981343 0.997967
6230 0.000769975 0.00374525 0.0097572 0.997961
6240 0.000762971 0.00371695 0.00969964 0.997962
6250 0.000755838 0.00368919 0.00964097 0.997954
6260 0.00074855 0.0036622 0.0095815 0.997951
6270 0.00074111 0.00363613 0.0095216 0.997952
6280 0.000733558 0.00361108 0.00946163 0.997948
6290 0.000725976 0.0035871 0.00940202 0.997944
6300 0.000718491 0.00356415 0.00934309 0.997942
6310 0.000711264 0.00354217 0.00928511 0.997938
6320 0.000704476 0.00352107 0.00922822 0.997936
6330 0.000698302 0.00350075 0.00917255 0.997933
6340 0.000692885 0.00348111 0.00911804 0.997928
6350 0.000688307 0.0034621 0.00906464 0.997922
6360 0.000684571 0.00344361 0.00901222 0.997925
6370 0.00068159 0.00342557 0.00896064 0.997916
6380 0.000679207 0.00340789 0.00890976 0.997916
6390 0.000677205 0.00339048 0.00885945 0.997911
6400 0.00067535 0.00337325 0.00880967 0.997913
6410 0.00067342 0.00335611 0.0087604 0.997908
6420 0.000671235 0.00333897 0.00871172 0.997901
6430 0.000668662 0.00332176 0.00866377 0.9979
6440 0.000665628 0.00330441 0.00861667 0.997891
6450 0.000662098 0.00328684 0.00857055 0.997892
6460 0.000658069 0.00326896 0.00852549 0.997891
6470 0.000653548 0.00325066 0.00848153 0.997886
6480 0.000648549 0.00323188 0.00843862 0.997879
6490 0.000643085 0.00321252 0.00839666 0.997877
6500 0.000637183 0.00319258 0.00835553 0.997875
6510 0.00063088 0.00317205 0.00831502 0.997868
6520 0.000624239 0.00315101 0.00827487 0.997869
6530 0.000617348 0.00312954 0.00823486 0.997863
6540 0.000610314 0.00310776 0.00819477 0.997861
6550 0.00060326 0.00308575 0.00815436 0.997861
6560 0.000596302 0.00306356 0.00811344 0.997853
6570 0.000589549 0.00304118 0.00807185 0.997854
6580 0.000583089 0.00301859 0.00802947 0.997847
6590 0.000576989 0.00299571 0.00798617 0.997847
6600 0.000571292 0.00297248 0.00794193 0.997839
6610 0.000566013 0.00294889 0.0078967 0.997839
6620 0.000561148 0.00292495 0.0078505 0.997839
6630 0.000556663 0.00290074 0.00780341 0.997828
6640 0.000552499 0.0028764 0.0077555 0.99783
6650 0.000548567 0.00285209 0.00770686 0.997822
6660 0.000544759 0.00282799 0.00765762 0.997825
6670 0.000540958 0.00280428 0.00760785 0.997817
6680 0.000537048 0.0027811 0.00755769 0.997812
6690 0.000532938 0.00275858 0.00750722 0.997812
6700 0.000528577 0.00273682 0.00745659 0.997808
6710 0.000523968 0.00271588 0.00740594 0.997804
6720 0.000519172 0.00269578 0.00735543 0.997801
6730 0.000514305 0.00267656 0.00730522 0.997797
6740 0.000509524 0.0026582 0.00725544 0.997791
6750 0.000505001 0.00264067 0.00720621 0.997789
6760 0.000500902 0.00262393 0.00715759 0.997789
6770 0.000497358 0.0026079 0.00710963 0.997782
6780 0.000494447 0.0025925 0.00706233 0.997787
6790 0.000492185 0.00257762 0.00701568 0.997779
6800 0.000490527 0.00256317 0.00696969 0.997774
6810 0.00048937 0.00254905 0.00692433 0.99777
6820 0.000488583 0.00253518 0.00687963 0.997767
6830 0.000488018 0.0025215 0.0068356 0.997766
6840 0.000487534 0.00250794 0.00679228 0.99776
6850 0.000487004 0.00249444 0.00674968 0.997758
6860 0.000486326 0.00248095 0.00670779 0.997755
6870 0.000485419 0.00246737 0.00666656 0.997748
6880 0.000484221 0.00245362 0.00662592 0.99775
6890 0.000482685 0.00243963 0.00658577 0.997743
6900 0.000480776 0.00242534 0.00654601 0.997739
6910 0.000478469 0.00241071 0.00650656 0.997736
6920 0.000475754 0.00239576 0.00646734 0.997735
6930 0.000472639 0.00238054 0.00642831 0.997731
6940 0.000469156 0.00236513 0.00638943 0.997729
6950 0.000465358 0.00234961 0.00635062 0.997721
6960 0.000461322 0.00233405 0.00631182 0.997725
6970 0.000457141 0.00231848 0.0062729 0.997714
6980 0.000452919 0.00230292 0.00623375 0.997712
6990 0.000448765 0.00228733 0.00619424 0.99771
7000 0.000444778 0.00227166 0.00615427 0.997704
7010 0.000441051 0.00225586 0.00611376 0.997703
7020 0.000437648 0.0022399 0.00607273 0.997703
7030 0.000434609 0.00222378 0.00603121 0.997694
7040 0.000431935 0.0022075 0.00598926 0.997693
7050 0.000429592 0.00219112 0.00594696 0.997689
7060 0.000427508 0.00217468 0.00590443 0.997686
7070 0.000425585 0.00215824 0.00586171 0.997681
7080 0.000423704 0.00214186 0.00581885 0.997673
7090 0.00042174 0.00212558 0.00577588 0.997674
7100 0.000419582 0.00210944 0.00573283 0.997673
7110 0.000417141 0.00209348 0.00568971 0.997668
7120 0.000414365 0.00207775 0.00564655 0.997664
7130 0.000411241 0.00206229 0.00560342 0.997663
7140 0.000407805 0.00204717 0.00556042 0.997659
7150 0.000404127 0.00203241 0.00551766 0.997653
7160 0.000400315 0.00201803 0.00547525 0.997652
7170 0.000396502 0.00200406 0.00543331 0.997649
7180 0.000392829 0.00199045 0.00539194 0.997647
7190 0.00038944 0.00197719 0.00535122 0.997642
7200 0.000386457 0.00196427 0.00531122 0.997641
7210 0.000383972 0.00195166 0.00527201 0.997636
7220 0.000382035 0.00193935 0.00523363 0.99763
7230 0.000380649 0.00192738 0.00519613 0.997627
7240 0.000379769 0.00191578 0.00515952 0.997622
7250 0.000379312 0.00190456 0.00512379 0.997625
7260 0.000379167 0.00189373 0.00508888 0.997616
7270 0.00037921 0.00188328 0.00505471 0.997614
7280 0.000379321 0.00187317 0.00502115 0.997607
7290 0.00037939 0.00186334 0.00498809 0.997608
7300 0.000379322 0.00185373 0.0049554 0.997604
7310 0.000379042 0.00184428 0.00492302 0.997601
7320 0.000378492 0.00183494 0.00489089 0.997595
7330 0.000377629 0.00182569 0.00485903 0.99759
7340 0.000376422 0.00181652 0.00482745 0.997594
7350 0.000374862 0.00180742 0.00479618 0.997586
7360 0.000372962 0.00179838 0.00476525 0.997581
7370 0.000370756 0.0017894 0.00473462 0.99758
7380 0.000368308 0.00178044 0.00470424 0.997577
7390 0.000365701 0.00177146 0.00467402 0.997573
7400 0.000363036 0.00176242 0.00464387 0.997566
7410 0.000360419 0.00175328 0.00461373 0.997565
7420 0.000357946 0.001744 0.00458356 0.997559
7430 0.000355696 0.00173457 0.00455336 0.99756
7440 0.000353719 0.00172499 0.00452319 0.997558
7450 0.000352029 0.00171526 0.00449312 0.997552
7460 0.00035061 0.0017054 0.00446318 0.997551
7470 0.000349418 0.0016954 0.00443342 0.997544
7480 0.000348384 0.00168527 0.0044038 0.997543
7490 0.000347425 0.00167499 0.00437431 0.997541
7500 0.000346456 0.00166455 0.00434488 0.997537
7510 0.000345389 0.00165396 0.00431545 0.997535
7520 0.000344146 0.00164322 0.004286 0.997531
7530 0.000342659 0.00163235 0.00425651 0.997525
7540 0.000340876 0.00162139 0.00422698 0.997525
7550 0.000338767 0.00161037 0.00419744 0.997517
7560 0.00033633 0.00159931 0.00416792 0.997518
7570 0.000333597 0.00158823 0.00413844 0.99751
7580 0.000330635 0.00157713 0.00410904 0.997509
7590 0.000327545 0.00156604 0.00407972 0.997508
7600 0.000324458 0.00155498 0.00405053 0.997503
7610 0.000321512 0.00154398 0.00402152 0.997501
7620 0.000318841 0.00153311 0.00399275 0.997496
7630 0.000316554 0.00152243 0.00396428 0.997494
7640 0.000314718 0.00151203 0.00393613 0.997486
7650 0.000313354 0.00150198 0.00390834 0.997487
7660 0.000312431 0.00149235 0.00388091 0.997484
7670 0.000311882 0.00148318 0.0038538 0.997481
7680 0.000311608 0.00147449 0.00382693 0.997477
7690 0.000311503 0.00146627 0.00380025 0.997475
7700 0.000311461 0.00145849 0.00377375 0.99747
7710 0.000311391 0.0014511 0.00374741 0.997463
7720 0.00031122 0.00144405 0.0037213 0.997461
7730 0.000310889 0.00143732 0.00369552 0.997459
7740 0.000310356 0.00143085 0.0036702 0.997461
7750 0.000309587 0.00142461 0.00364543 0.997458
7760 0.000308564 0.00141856 0.00362129 0.997448
7770 0.00030728 0.00141264 0.0035978 0.997447
7780 0.000305753 0.00140682 0.00357492 0.99744
7790 0.000304017 0.00140105 0.0035526 0.997437
7800 0.000302133 0.00139529 0.00353075 0.997437
7810 0.000300173 0.00138949 0.00350929 0.997435
7820 0.000298217 0.00138365 0.0034882 0.997428
7830 0.000296339 0.00137774 0.00346745 0.997429
7840 0.000294597 0.00137176 0.00344704 0.997426
7850 0.00029302 0.00136571 0.003427 0.997421
7860 0.000291614 0.00135957 0.00340734 0.997423
7870 0.000290363 0.00135335 0.00338802 0.997414
7880 0.000289232 0.00134701 0.00336898 0.997412
7890 0.000288182 0.00134055 0.00335014 0.997408
7900 0.000287173 0.00133394 0.00333141 0.997402
7910 0.000286165 0.00132718 0.00331272 0.997402
7920 0.000285118 0.00132027 0.003294 0.9974
7930 0.000283994 0.0013132 0.00327523 0.997396
7940 0.000282753 0.00130598 0.00325641 0.997395
7950 0.000281352 0.0012986 0.00323755 0.997386
7960 0.000279754 0.00129106 0.00321865 0.997388
7970 0.00027793 0.00128335 0.00319968 0.997379
7980 0.000275874 0.00127545 0.00318063 0.997379
7990 0.000273606 0.00126733 0.00316143 0.997374
8000 0.000271179 0.00125902 0.00314208 0.997371
8010 0.000268672 0.00125053 0.00312256 0.997367
8020 0.000266187 0.00124192 0.00310289 0.997367
8030 0.000263828 0.00123325 0.00308313 0.997357
8040 0.00026169 0.00122461 0.00306335 0.997357
8050 0.000259843 0.00121609 0.0030436 0.997358
8060 0.00025832 0.00120777 0.00302393 0.997352
8070 0.000257118 0.00119971 0.00300434 0.997346
8080 0.000256202 0.00119196 0.00298483 0.997345
8090 0.000255511 0.00118456 0.00296535 0.997337
8100 0.000254973 0.00117751 0.00294588 0.99734
8110 0.000254518 0.00117083 0.00292643 0.997331
8120 0.000254078 0.00116453 0.00290703 0.997333
8130 0.000253602 0.0011586 0.00288777 0.997322
8140 0.000253047 0.00115304 0.00286874 0.997325
8150 0.000252384 0.00114781 0.00285008 0.997322
8160 0.000251591 0.00114289 0.00283189 0.997321
8170 0.000250659 0.00113822 0.00281424 0.997316
8180 0.000249584 0.00113375 0.00279716 0.997315
8190 0.000248378 0.00112942 0.00278064 0.997307
8200 0.000247062 0.00112518 0.00276466 0.997303
8210 0.000245667 0.001121 0.00274915 0.997302
8220 0.000244229 0.00111684 0.0027341 0.997295
8230 0.000242785 0.0011127 0.00271945 0.997294
8240 0.000241366 0.00110857 0.0027052 0.997293
8250 0.000239995 0.00110446 0.00269132 0.997292
8260 0.00023868 0.00110034 0.0026778 0.997281
8270 0.000237419 0.0010962 0.00266459 0.99728
8280 0.000236203 0.001092 0.00265165 0.997276
8290 0.00023502 0.0010877 0.00263889 0.997275
8300 0.00023386 0.00108326 0.00262623 0.997272
8310 0.000232717 0.00107864 0.00261364 0.99727
8320 0.000231588 0.00107383 0.00260105 0.997266
8330 0.000230472 0.00106881 0.00258847 0.997262
8340 0.00022936 0.00106356 0.00257589 0.997261
8350 0.000228239 0.00105808 0.00256333 0.997259
8360 0.000227084 0.00105234 0.00255079 0.997251
8370 0.000225868 0.00104631 0.00253827 0.997251
8380 0.00022456 0.00103998 0.00252572 0.997241
8390 0.00022314 0.00103331 0.0025131 0.997242
8400 0.000221601 0.0010263 0.00250036 0.997238
8410 0.000219954 0.00101898 0.00248745 0.997237
8420 0.000218228 0.00101138 0.00247436 0.997231
8430 0.000216465 0.00100356 0.00246109 0.997224
8440 0.000214714 0.000995605 0.00244763 0.997226
8450 0.000213025 0.000987589 0.00243401 0.997221
8460 0.000211437 0.00097959 0.00242022 0.997222
8470 0.00020998 0.000971675 0.00240627 0.997221
8480 0.000208666 0.000963906 0.00239213 0.997211
8490 0.000207496 0.000956332 0.00237779 0.997214
8500 0.000206457 0.000949001 0.00236322 0.997209
8510 0.000205531 0.000941969 0.00234846 0.997201
8520 0.00020469 0.000935288 0.00233354 0.997197
8530 0.000203907 0.000929 0.00231853 0.997193
8540 0.000203152 0.000923146 0.00230354 0.997191
8550 0.000202398 0.000917735 0.00228868 0.99719
8560 0.000201626 0.000912753 0.00227403 0.997184
8570 0.000200821 0.000908165 0.00225969 0.997177
8580 0.00019998 0.00090391 0.00224572 0.99718
8590 0.000199106 0.000899919 0.00223215 0.997173
8600 0.000198212 0.000896125 0.002219 0.997171
8610 0.000197315 0.000892475 0.00220627 0.997164
8620 0.000196432 0.000888939 0.00219397 0.997163
8630 0.000195572 0.0008855 0.00218208 0.997162
8640 0.000194736 0.000882154 0.00217058 0.997159
8650 0.000193915 0.0008789 0.00215945 0.997153
8660 0.000193091 0.000875735 0.00214863 0.997149
8670 0.000192246 0.000872648 0.00213807 0.997145
8680 0.000191363 0.000869618 0.0021277 0.997142
8690 0.000190434 0.000866613 0.00211745 0.997139
8700 0.00018946 0.000863602 0.00210727 0.997137
8710 0.000188455 0.000860548 0.0020971 0.99713
8720 0.000187436 0.000857419 0.00208692 0.997128
8730 0.000186428 0.000854183 0.00207673 0.997127
8740 0.000185452 0.00085081 0.00206656 0.997123
8750 0.000184521 0.000847259 0.00205642 0.997117
8760 0.000183643 0.000843489 0.00204632 0.997116
8770 0.000182816 0.000839454 0.00203628 0.997112
8780 0.000182034 0.000835107 0.00202627 0.997103
8790 0.000181283 0.000830414 0.00201627 0.997103
8800 0.000180551 0.000825362 0.00200625 0.997101
8810 0.000179826 0.000819956 0.00199617 0.997096
8820 0.000179095 0.000814232 0.00198602 0.997094
8830 0.000178346 0.000808246 0.00197576 0.997089
8840 0.000177566 0.000802057 0.00196535 0.997086
8850 0.000176746 0.000795736 0.00195478 0.997081
8860 0.000175876 0.000789344 0.00194399 0.997081
8870 0.000174953 0.000782935 0.00193292 0.99708
8880 0.000173979 0.000776559 0.00192154 0.997075
8890 0.000172965 0.000770258 0.00190981 0.99707
8900 0.000171927 0.000764075 0.00189772 0.997065
8910 0.000170886 0.000758059 0.00188529 0.997062
8920 0.000169859 0.000752253 0.00187259 0.997061
8930 0.000168858 0.000746705 0.00185968 0.997058
8940 0.000167888 0.000741451 0.00184667 0.997058
8950 0.000166945 0.000736509 0.00183366 0.997048
8960 0.000166023 0.000731885 0.00182072 0.997043
8970 0.000165118 0.000727565 0.00180796 0.997042
8980 0.000164228 0.000723519 0.00179544 0.997034
8990 0.000163365 0.000719718 0.00178322 0.997038
9000 0.000162547 0.000716134 0.00177136 0.997032
9010 0.000161793 0.000712748 0.00175991 0.997031
9020 0.000161122 0.000709552 0.00174891 0.997029
9030 0.000160542 0.000706554 0.00173838 0.997021
9040 0.000160043 0.000703762 0.00172832 0.997019
9050 0.000159603 0.000701181 0.00171869 0.997011
9060 0.000159187 0.000698813 0.00170945 0.997009
9070 0.000158753 0.000696643 0.00170052 0.99701
9080 0.000158266 0.000694646 0.00169182 0.997007
9090 0.000157699 0.000692793 0.00168329 0.997004
9100 0.000157044 0.000691048 0.00167488 0.996999
9110 0.000156308 0.000689377 0.00166657 0.996996
9120 0.000155513 0.000687744 0.00165836 0.996995
9130 0.000154687 0.00068611 0.00165027 0.996991
9140 0.000153857 0.000684432 0.00164231 0.996987
9150 0.000153048 0.000682658 0.0016345 0.996983
9160 0.000152279 0.000680729 0.00162685 0.99698
9170 0.000151558 0.000678582 0.00161934 0.996976
9180 0.000150894 0.000676168 0.00161198 0.996972
9190 0.000150289 0.000673445 0.00160475 0.996972
9200 0.000149748 0.000670396 0.00159763 0.996966
9210 0.00014927 0.000667026 0.00159062 0.996962
9220 0.000148852 0.000663358 0.00158369 0.996958
9230 0.000148482 0.000659435 0.00157683 0.996957
9240 0.000148141 0.000655308 0.00156999 0.996954
9250 0.000147802 0.000651024 0.00156311 0.996949
9260 0.000147436 0.000646626 0.00155612 0.996947
9270 0.000147014 0.000642151 0.00154894 0.996944
9280 0.000146517 0.000637633 0.0015415 0.996938
9290 0.000145937 0.000633105 0.00153373 0.996937
9300 0.000145281 0.000628604 0.00152561 0.996932
9310 0.000144566 0.000624174 0.00151717 0.996929
9320 0.000143813 0.000619858 0.00150843 0.996928
9330 0.000143045 0.000615702 0.00149948 0.996923
9340 0.000142281 0.000611735 0.00149041 0.996918
9350 0.000141529 0.000607973 0.00148127 0.996914
9360 0.000140792 0.000604412 0.00147216 0.996915
9370 0.000140069 0.000601032 0.00146312 0.996908
9380 0.000139362 0.000597803 0.00145419 0.996907
9390 0.000138675 0.000594695 0.00144542 0.996905
9400 0.000138024 0.000591693 0.00143686 0.996902
9410 0.000137427 0.000588793 0.00142854 0.996895
9420 0.000136902 0.00058601 0.00142053 0.996894
9430 0.000136463 0.000583371 0.00141285 0.996892
9440 0.000136106 0.000580905 0.00140552 0.996888
9450 0.000135818 0.00057864 0.00139853 0.996883
9460 0.000135567 0.000576597 0.00139186 0.996883
9470 0.000135313 0.00057478 0.00138546 0.996877
9480 0.000135014 0.000573189 0.00137927 0.996874
9490 0.000134637 0.000571815 0.00137327 0.996869
9500 0.000134159 0.00057064 0.00136742 0.996867
9510 0.000133577 0.000569643 0.00136173 0.996865
9520 0.000132901 0.000568794 0.00135622 0.996862
9530 0.000132154 0.000568059 0.0013509 0.996854
9540 0.000131365 0.000567383 0.00134582 0.996858
9550 0.000130562 0.000566705 0.00134098 0.996852
9560 0.00012977 0.000565955 0.00133638 0.996845
9570 0.000129009 0.000565055 0.00133201 0.996847
9580 0.000128297 0.000563943 0.00132784 0.996842
9590 0.000127647 0.000562567 0.00132384 0.996838
9600 0.000127069 0.000560899 0.00131999 0.996835
9610 0.000126569 0.000558936 0.00131627 0.996829
9620 0.000126148 0.0005567 0.00131267 0.996828
9630 0.0001258 0.000554224 0.00130918 0.996825
9640 0.000125511 0.00055155 0.00130576 0.996818
9650 0.000125258 0.000548714 0.00130236 0.996816
9660 0.000125012 0.000545746 0.00129891 0.996809
9670 0.000124747 0.000542672 0.00129534 0.996813
9680 0.000124444 0.000539513 0.00129158 0.996807
9690 0.00012409 0.000536292 0.00128755 0.996804
9700 0.000123689 0.000533043 0.00128324 0.996796
9710 0.000123251 0.000529801 0.00127862 0.996797
9720 0.000122795 0.000526611 0.00127373 0.996795
9730 0.000122338 0.000523513 0.00126861 0.996792
9740 0.000121896 0.000520542 0.00126334 0.996783
9750 0.000121474 0.000517715 0.00125798 0.996786
9760 0.000121071 0.000515029 0.00125258 0.996785
9770 0.00012068 0.000512469 0.00124718 0.99678
9780 0.000120298 0.000510014 0.00124183 0.996771
9790 0.000119921 0.000507642 0.00123654 0.996775
9800 0.000119555 0.000505345 0.00123136 0.996764
9810 0.00011921 0.000503127 0.00122629 0.99676
9820 0.000118899 0.000501011 0.00122137 0.996758
9830 0.000118634 0.000499028 0.00121659 0.996761
9840 0.000118418 0.000497217 0.00121198 0.996752
9850 0.000118242 0.000495607 0.00120751 0.996753
9860 0.000118088 0.000494221 0.00120316 0.996743
9870 0.000117928 0.00049307 0.0011989 0.996747
9880 0.000117731 0.000492153 0.00119468 0.99674
9890 0.000117467 0.000491461 0.00119049 0.996735
9900 0.000117115 0.000490982 0.00118631 0.996734
9910 0.000116663 0.000490698 0.00118216 0.996728
9920 0.000116112 0.000490586 0.00117806 0.996724
9930 0.000115471 0.000490616 0.00117404 0.996724
9940 0.000114755 0.000490741 0.00117015 0.996712
9950 0.000113987 0.000490903 0.0011664 0.996716
9960 0.000113188 0.000491033 0.00116283 0.996713
9970 0.000112381 0.000491052 0.00115942 0.996709
9980 0.000111589 0.000490896 0.00115619 0.996707
